User_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
PP0023756,16,3,99640.34,5,3,5,13,High Value
PP0023757,113,2,6900.01,2,2,2,6,Needs Attention
PP0023758,145,3,5592.87,2,3,2,7,Regular
PP0023759,23,3,3382.9399999999996,5,3,1,9,Regular
PP0023760,166,5,4624.6,2,5,2,9,Regular
PP0023761,72,4,21158.63,3,4,3,10,Loyal
PP0023763,12,4,92219.81,5,4,5,14,High Value
PP0023764,112,3,71222.84999999999,2,3,5,10,Loyal
PP0023765,56,2,6350.4,4,2,2,8,Regular
PP0023766,53,6,67591.95,4,5,4,13,High Value
PP0023767,57,7,109048.54,4,5,5,14,High Value
PP0023768,62,2,1620.17,4,2,1,7,Regular
PP0023769,149,2,3440.23,2,2,1,5,Needs Attention
PP0023770,1,4,7157.36,5,4,2,11,Loyal
PP0023771,217,1,1037.41,1,1,1,3,Lost
PP0023772,123,1,19726.83,2,1,3,6,Needs Attention
PP0023773,6,6,32705.010000000002,5,5,4,14,High Value
PP0023774,60,6,16251.84,4,5,3,12,Loyal
PP0023775,163,3,1001.87,2,3,1,6,Needs Attention
PP0023776,135,3,56596.78,2,3,4,9,Regular
PP0023777,66,6,162138.1,3,5,5,13,High Value
PP0023778,120,3,18812.879999999997,2,3,3,8,Regular
PP0023779,60,6,19512.37,4,5,3,12,Loyal
PP0023780,122,2,89529.82,2,2,5,9,Regular
PP0023781,56,3,4843.43,4,3,2,9,Regular
PP0023782,78,2,5996.65,3,2,2,7,Regular
PP0023783,116,3,26176.89,2,3,4,9,Regular
PP0023784,243,6,120325.41,1,5,5,11,Loyal
PP0023785,13,5,12143.73,5,5,3,13,High Value
PP0023786,122,7,55625.93,2,5,4,11,Loyal
PP0023787,80,3,7676.4,3,3,2,8,Regular
PP0023788,105,2,97443.41,3,2,5,10,Loyal
PP0023789,149,2,71077.33,2,2,5,9,Regular
PP0023790,86,2,14643.11,3,2,3,8,Regular
PP0023791,36,3,42742.77,4,3,4,11,Loyal
PP0023792,37,4,20942.760000000002,4,4,3,11,Loyal
PP0023793,1,5,26015.89,5,5,4,14,High Value
PP0023794,174,2,6916.08,2,2,2,6,Needs Attention
PP0023795,28,6,90169.97,5,5,5,15,High Value
PP0023796,135,3,2025.7200000000003,2,3,1,6,Needs Attention
PP0023797,93,2,2268.77,3,2,1,6,Needs Attention
PP0023799,5,2,70720.43,5,2,5,12,Loyal
PP0023800,10,2,102771.72,5,2,5,12,Loyal
PP0023801,5,3,25079.72,5,3,4,12,Loyal
PP0023802,18,3,3126.8999999999996,5,3,1,9,Regular
PP0023803,302,3,63718.88,1,3,4,8,Regular
PP0023804,228,2,56094.98,1,2,4,7,Regular
PP0023805,146,1,13867.47,2,1,3,6,Needs Attention
PP0023806,28,2,12884.41,5,2,3,10,Loyal
PP0023807,13,4,98215.66,5,4,5,14,High Value
PP0023808,128,3,10294.49,2,3,3,8,Regular
PP0023809,193,3,37510.32000000001,1,3,4,8,Regular
PP0023810,159,5,51707.549999999996,2,5,4,11,Loyal
PP0023811,141,4,90744.93,2,4,5,11,Loyal
PP0023812,41,3,109453.81999999999,4,3,5,12,Loyal
PP0023813,11,2,22527.07,5,2,3,10,Loyal
PP0023814,103,2,2422.0,3,2,1,6,Needs Attention
PP0023815,235,2,57214.090000000004,1,2,4,7,Regular
PP0023816,160,4,8073.16,2,4,2,8,Regular
PP0023817,158,3,28866.21,2,3,4,9,Regular
PP0023818,79,3,14745.300000000001,3,3,3,9,Regular
PP0023819,26,3,31328.010000000002,5,3,4,12,Loyal
PP0023820,29,2,1750.4,4,2,1,7,Regular
PP0023821,139,2,4851.43,2,2,2,6,Needs Attention
PP0023823,172,3,2100.0,2,3,1,6,Needs Attention
PP0023824,25,3,2931.1800000000003,5,3,1,9,Regular
PP0023825,78,2,10628.55,3,2,3,8,Regular
PP0023827,207,3,44297.64000000001,1,3,4,8,Regular
PP0023828,72,3,71243.09999999999,3,3,5,11,Loyal
PP0023829,30,7,82798.45,4,5,5,14,High Value
PP0023830,143,2,6526.82,2,2,2,6,Needs Attention
PP0023831,18,3,9300.82,5,3,2,10,Loyal
PP0023832,121,2,13748.599999999999,2,2,3,7,Regular
PP0023833,24,2,2119.89,5,2,1,8,Regular
PP0023834,23,3,100160.19,5,3,5,13,High Value
PP0023835,46,2,16381.91,4,2,3,9,Regular
PP0023836,114,4,66864.4,2,4,4,10,Loyal
PP0023837,273,2,54970.36,1,2,4,7,Regular
PP0023838,54,3,21581.280000000002,4,3,3,10,Loyal
PP0023839,29,3,13260.41,4,3,3,10,Loyal
PP0023840,102,2,34283.43,3,2,4,9,Regular
PP0023841,188,2,84300.29000000001,1,2,5,8,Regular
PP0023842,64,4,10516.08,3,4,3,10,Loyal
PP0023844,105,5,15631.68,3,5,3,11,Loyal
PP0023845,136,3,4449.49,2,3,2,7,Regular
PP0023846,22,3,6993.869999999999,5,3,2,10,Loyal
PP0023847,13,2,5119.84,5,2,2,9,Regular
PP0023848,201,3,5015.719999999999,1,3,2,6,Needs Attention
PP0023849,58,2,11656.08,4,2,3,9,Regular
PP0023850,60,1,650.55,4,1,1,6,Needs Attention
PP0023851,24,3,147223.12,5,3,5,13,High Value
PP0023852,5,4,16465.9,5,4,3,12,Loyal
PP0023853,40,3,11097.5,4,3,3,10,Loyal
PP0023854,71,6,109225.13,3,5,5,13,High Value
PP0023855,104,2,6031.32,3,2,2,7,Regular
PP0023856,28,3,6165.83,5,3,2,10,Loyal
PP0023857,69,1,30959.75,3,1,4,8,Regular
PP0023858,224,3,7463.99,1,3,2,6,Needs Attention
PP0023859,201,1,773.95,1,1,1,3,Lost
PP0023860,18,3,14481.119999999999,5,3,3,11,Loyal
PP0023861,125,3,10556.25,2,3,3,8,Regular
PP0023862,176,2,3202.67,2,2,1,5,Needs Attention
PP0023864,331,1,570.7,1,1,1,3,Lost
PP0023865,59,4,83773.67000000001,4,4,5,13,High Value
PP0023866,186,1,5253.41,1,1,2,4,Lost
PP0023867,323,2,27232.63,1,2,4,7,Regular
PP0023868,11,4,25997.17,5,4,4,13,High Value
PP0023869,44,2,7223.5,4,2,2,8,Regular
PP0023870,36,4,49242.14,4,4,4,12,Loyal
PP0023872,107,4,22428.83,3,4,3,10,Loyal
PP0023873,9,6,96518.94,5,5,5,15,High Value
PP0023874,304,1,56386.91,1,1,4,6,Needs Attention
PP0023875,240,2,136077.1,1,2,5,8,Regular
PP0023876,241,2,24271.39,1,2,4,7,Regular
PP0023878,42,4,80068.07999999999,4,4,5,13,High Value
PP0023879,290,1,9693.63,1,1,2,4,Lost
PP0023880,240,2,5388.820000000001,1,2,2,5,Needs Attention
PP0023881,128,2,75053.87000000001,2,2,5,9,Regular
PP0023882,178,2,4432.18,2,2,2,6,Needs Attention
PP0023883,42,4,18866.010000000002,4,4,3,11,Loyal
PP0023884,220,2,73293.08,1,2,5,8,Regular
PP0023885,216,3,23032.79,1,3,3,7,Regular
PP0023886,25,3,4081.2000000000003,5,3,1,9,Regular
PP0023887,44,4,7931.509999999999,4,4,2,10,Loyal
PP0023888,94,1,705.29,3,1,1,5,Needs Attention
PP0023889,143,3,5307.34,2,3,2,7,Regular
PP0023890,225,2,77548.42,1,2,5,8,Regular
PP0023891,164,6,143821.79,2,5,5,12,Loyal
PP0023892,97,6,97581.61,3,5,5,13,High Value
PP0023893,41,5,68085.16,4,5,4,13,High Value
PP0023894,173,3,7370.07,2,3,2,7,Regular
PP0023895,93,3,84975.55,3,3,5,11,Loyal
PP0023897,69,4,76674.46,3,4,5,12,Loyal
PP0023898,95,3,6620.339999999999,3,3,2,8,Regular
PP0023899,154,2,45287.579999999994,2,2,4,8,Regular
PP0023900,122,2,29698.73,2,2,4,8,Regular
PP0023901,212,1,18634.58,1,1,3,5,Needs Attention
PP0023902,186,4,10812.47,1,4,3,8,Regular
PP0023903,19,6,32163.75,5,5,4,14,High Value
PP0023904,66,2,4092.0,3,2,1,6,Needs Attention
PP0023905,180,4,83981.48,2,4,5,11,Loyal
PP0023906,204,2,26515.42,1,2,4,7,Regular
PP0023907,42,3,18528.46,4,3,3,10,Loyal
PP0023908,29,4,121932.52,4,4,5,13,High Value
PP0023909,30,3,108123.98999999999,4,3,5,12,Loyal
PP0023910,30,4,98245.62,4,4,5,13,High Value
PP0023911,98,1,3464.26,3,1,1,5,Needs Attention
PP0023912,49,10,79509.27,4,5,5,14,High Value
PP0023914,229,5,70903.6,1,5,5,11,Loyal
PP0023917,46,2,2436.41,4,2,1,7,Regular
PP0023918,29,8,38138.54,4,5,4,13,High Value
PP0023919,19,2,5064.860000000001,5,2,2,9,Regular
PP0023920,42,6,76746.23000000001,4,5,5,14,High Value
PP0023921,73,5,8803.98,3,5,2,10,Loyal
PP0023923,104,5,76545.65000000001,3,5,5,13,High Value
PP0023924,4,4,38707.92,5,4,4,13,High Value
PP0023926,179,3,3783.08,2,3,1,6,Needs Attention
PP0023927,3,5,115322.49,5,5,5,15,High Value
PP0023928,119,2,6568.97,2,2,2,6,Needs Attention
PP0023929,266,2,11381.4,1,2,3,6,Needs Attention
PP0023930,29,9,28353.879999999997,4,5,4,13,High Value
PP0023931,219,2,86220.95,1,2,5,8,Regular
PP0023932,62,1,4497.18,4,1,2,7,Regular
PP0023934,167,2,7353.55,2,2,2,6,Needs Attention
PP0023935,125,1,181.43,2,1,1,4,Lost
PP0023936,223,2,2408.9700000000003,1,2,1,4,Lost
PP0023937,31,4,12301.3,4,4,3,11,Loyal
PP0023938,268,1,17675.28,1,1,3,5,Needs Attention
PP0023940,154,4,49455.850000000006,2,4,4,10,Loyal
PP0023941,67,4,10868.98,3,4,3,10,Loyal
PP0023942,145,1,93527.24,2,1,5,8,Regular
PP0023943,63,2,87582.93,3,2,5,10,Loyal
PP0023944,62,6,168301.13,4,5,5,14,High Value
PP0023945,17,4,104669.55,5,4,5,14,High Value
PP0023946,127,3,74116.87000000001,2,3,5,10,Loyal
PP0023947,42,3,7736.54,4,3,2,9,Regular
PP0023948,240,2,3236.59,1,2,1,4,Lost
PP0023949,57,4,10780.86,4,4,3,11,Loyal
PP0023950,275,1,71633.55,1,1,5,7,Regular
PP0023951,197,1,474.46,1,1,1,3,Lost
PP0023952,35,5,17883.35,4,5,3,12,Loyal
PP0023953,320,1,1858.97,1,1,1,3,Lost
PP0023954,268,1,19063.14,1,1,3,5,Needs Attention
PP0023955,294,2,48201.56,1,2,4,7,Regular
PP0023956,57,5,30217.76,4,5,4,13,High Value
PP0023957,157,4,22889.25,2,4,3,9,Regular
PP0023958,123,4,47321.25,2,4,4,10,Loyal
PP0023959,13,3,8348.75,5,3,2,10,Loyal
PP0023960,124,6,134552.6,2,5,5,12,Loyal
PP0023961,219,3,86986.74,1,3,5,9,Regular
PP0023962,4,7,22918.54,5,5,3,13,High Value
PP0023963,18,5,100587.49,5,5,5,15,High Value
PP0023964,193,2,2384.27,1,2,1,4,Lost
PP0023965,64,4,22613.93,3,4,3,10,Loyal
PP0023966,103,3,14778.14,3,3,3,9,Regular
PP0023967,88,1,721.35,3,1,1,5,Needs Attention
PP0023968,24,7,38655.630000000005,5,5,4,14,High Value
PP0023969,182,3,74281.89,2,3,5,10,Loyal
PP0023970,194,3,6625.38,1,3,2,6,Needs Attention
PP0023971,203,3,9948.55,1,3,2,6,Needs Attention
PP0023972,34,3,134039.2,4,3,5,12,Loyal
PP0023973,58,2,16536.09,4,2,3,9,Regular
PP0023974,7,3,15746.86,5,3,3,11,Loyal
PP0023975,49,3,6916.33,4,3,2,9,Regular
PP0023976,24,4,10926.58,5,4,3,12,Loyal
PP0023977,173,2,34660.1,2,2,4,8,Regular
PP0023978,92,2,79771.45,3,2,5,10,Loyal
PP0023979,113,2,3722.88,2,2,1,5,Needs Attention
PP0023980,58,3,59773.19,4,3,4,11,Loyal
PP0023982,114,2,2830.51,2,2,1,5,Needs Attention
PP0023983,273,3,14011.32,1,3,3,7,Regular
PP0023984,98,3,6775.92,3,3,2,8,Regular
PP0023985,66,2,11445.13,3,2,3,8,Regular
PP0023986,32,4,65528.65,4,4,4,12,Loyal
PP0023987,58,7,44270.29,4,5,4,13,High Value
PP0023988,258,3,80370.79,1,3,5,9,Regular
PP0023990,51,2,5939.9400000000005,4,2,2,8,Regular
PP0023991,179,5,13416.289999999999,2,5,3,10,Loyal
PP0023992,180,5,72589.01,2,5,5,12,Loyal
PP0023993,38,1,2334.7,4,1,1,6,Needs Attention
PP0023994,7,3,10190.15,5,3,3,11,Loyal
PP0023995,2,5,11145.28,5,5,3,13,High Value
PP0023996,80,6,15129.02,3,5,3,11,Loyal
PP0023997,74,7,24866.190000000002,3,5,4,12,Loyal
PP0023998,89,3,7681.23,3,3,2,8,Regular
PP0023999,11,2,5473.549999999999,5,2,2,9,Regular
PP0024000,90,3,6619.39,3,3,2,8,Regular
PP0024001,9,3,45095.920000000006,5,3,4,12,Loyal
PP0024002,22,3,49087.5,5,3,4,12,Loyal
PP0024003,51,3,9573.31,4,3,2,9,Regular
PP0024004,174,3,9548.529999999999,2,3,2,7,Regular
PP0024005,102,5,22299.66,3,5,3,11,Loyal
PP0024006,315,2,55163.07,1,2,4,7,Regular
PP0024007,84,3,10269.61,3,3,3,9,Regular
PP0024008,167,2,71135.54,2,2,5,9,Regular
PP0024009,198,2,51162.24,1,2,4,7,Regular
PP0024010,88,3,83982.7,3,3,5,11,Loyal
PP0024011,210,4,17368.11,1,4,3,8,Regular
PP0024012,1,5,29256.85,5,5,4,14,High Value
PP0024014,39,5,86785.64,4,5,5,14,High Value
PP0024015,20,6,121136.48999999999,5,5,5,15,High Value
PP0024016,81,2,1105.17,3,2,1,6,Needs Attention
PP0024017,114,3,5758.96,2,3,2,7,Regular
PP0024018,88,2,7802.34,3,2,2,7,Regular
PP0024019,167,1,1905.08,2,1,1,4,Lost
PP0024020,34,5,101097.52,4,5,5,14,High Value
PP0024021,35,4,11707.19,4,4,3,11,Loyal
PP0024022,117,1,1827.57,2,1,1,4,Lost
PP0024023,54,3,4799.22,4,3,2,9,Regular
PP0024024,126,2,78563.13,2,2,5,9,Regular
PP0024025,315,2,5136.03,1,2,2,5,Needs Attention
PP0024026,33,2,5284.15,4,2,2,8,Regular
PP0024027,68,1,12468.08,3,1,3,7,Regular
PP0024028,275,1,2631.17,1,1,1,3,Lost
PP0024029,12,4,103124.25,5,4,5,14,High Value
PP0024030,223,3,85752.55,1,3,5,9,Regular
PP0024031,18,2,7903.530000000001,5,2,2,9,Regular
PP0024032,217,4,7424.549999999999,1,4,2,7,Regular
PP0024033,195,1,10411.18,1,1,3,5,Needs Attention
PP0024034,28,2,70130.81999999999,5,2,5,12,Loyal
PP0024035,122,2,47886.409999999996,2,2,4,8,Regular
PP0024036,151,2,2261.09,2,2,1,5,Needs Attention
PP0024037,149,2,6174.82,2,2,2,6,Needs Attention
PP0024038,136,3,64583.479999999996,2,3,4,9,Regular
PP0024039,250,3,11594.64,1,3,3,7,Regular
PP0024040,10,4,34800.09,5,4,4,13,High Value
PP0024041,157,2,94284.38,2,2,5,9,Regular
PP0024042,64,2,3042.6600000000003,3,2,1,6,Needs Attention
PP0024043,78,3,12578.98,3,3,3,9,Regular
PP0024044,131,4,69954.66,2,4,5,11,Loyal
PP0024045,44,3,4173.2300000000005,4,3,1,8,Regular
PP0024046,101,1,4068.14,3,1,1,5,Needs Attention
PP0024047,41,2,36790.0,4,2,4,10,Loyal
PP0024048,75,4,55269.62,3,4,4,11,Loyal
PP0024049,90,2,13799.15,3,2,3,8,Regular
PP0024050,40,5,15678.96,4,5,3,12,Loyal
PP0024051,6,5,128858.64,5,5,5,15,High Value
PP0024052,70,1,775.6,3,1,1,5,Needs Attention
PP0024053,128,4,12058.470000000001,2,4,3,9,Regular
PP0024054,148,4,42322.759999999995,2,4,4,10,Loyal
PP0024055,101,3,58643.55,3,3,4,10,Loyal
PP0024056,37,2,4648.429999999999,4,2,2,8,Regular
PP0024058,248,3,9103.86,1,3,2,6,Needs Attention
PP0024059,204,2,2249.08,1,2,1,4,Lost
PP0024060,67,3,23921.149999999998,3,3,4,10,Loyal
PP0024062,40,4,59858.85,4,4,4,12,Loyal
PP0024064,193,3,22209.44,1,3,3,7,Regular
PP0024065,30,5,23896.28,4,5,4,13,High Value
PP0024066,110,3,4610.32,2,3,2,7,Regular
PP0024067,174,3,116870.23000000001,2,3,5,10,Loyal
PP0024068,19,4,95766.67000000001,5,4,5,14,High Value
PP0024069,128,1,1933.85,2,1,1,4,Lost
PP0024070,86,4,14155.16,3,4,3,10,Loyal
PP0024071,84,3,27571.9,3,3,4,10,Loyal
PP0024072,221,2,1571.08,1,2,1,4,Lost
PP0024073,9,3,5785.110000000001,5,3,2,10,Loyal
PP0024074,243,4,22787.34,1,4,3,8,Regular
PP0024075,74,1,697.1,3,1,1,5,Needs Attention
PP0024076,286,1,510.73,1,1,1,3,Lost
PP0024077,94,4,39045.619999999995,3,4,4,11,Loyal
PP0024078,130,3,4021.55,2,3,1,6,Needs Attention
PP0024079,9,3,4521.3,5,3,2,10,Loyal
PP0024080,213,2,3477.67,1,2,1,4,Lost
PP0024081,278,3,17309.989999999998,1,3,3,7,Regular
PP0024083,132,2,87586.22,2,2,5,9,Regular
PP0024084,4,3,12752.28,5,3,3,11,Loyal
PP0024085,251,1,4452.03,1,1,2,4,Lost
PP0024086,94,3,109972.99,3,3,5,11,Loyal
PP0024088,23,4,68659.14,5,4,5,14,High Value
PP0024089,131,4,54288.86,2,4,4,10,Loyal
PP0024090,14,3,5852.389999999999,5,3,2,10,Loyal
PP0024091,85,5,14850.9,3,5,3,11,Loyal
PP0024092,3,4,26032.64,5,4,4,13,High Value
PP0024093,8,5,108275.2,5,5,5,15,High Value
PP0024094,33,4,131882.72999999998,4,4,5,13,High Value
PP0024095,104,4,14131.16,3,4,3,10,Loyal
PP0024096,46,6,218065.02,4,5,5,14,High Value
PP0024097,115,5,12017.4,2,5,3,10,Loyal
PP0024098,39,3,7166.08,4,3,2,9,Regular
PP0024100,5,2,25960.3,5,2,4,11,Loyal
PP0024101,6,3,118001.42,5,3,5,13,High Value
PP0024103,139,2,3982.6400000000003,2,2,1,5,Needs Attention
PP0024104,2,5,45299.54,5,5,4,14,High Value
PP0024105,191,1,706.14,1,1,1,3,Lost
PP0024106,10,4,79739.75,5,4,5,14,High Value
PP0024107,73,4,46972.240000000005,3,4,4,11,Loyal
PP0024108,86,3,15013.300000000001,3,3,3,9,Regular
PP0024111,91,1,397.91,3,1,1,5,Needs Attention
PP0024112,46,4,31497.530000000002,4,4,4,12,Loyal
PP0024113,114,3,16650.600000000002,2,3,3,8,Regular
PP0024114,174,2,77410.83,2,2,5,9,Regular
PP0024115,157,3,18398.33,2,3,3,8,Regular
PP0024116,38,3,78906.48,4,3,5,12,Loyal
PP0024117,5,4,55746.22,5,4,4,13,High Value
PP0024118,7,6,48658.17,5,5,4,14,High Value
PP0024119,72,3,56514.33,3,3,4,10,Loyal
PP0024120,26,4,60094.44,5,4,4,13,High Value
PP0024121,214,3,5257.99,1,3,2,6,Needs Attention
PP0024122,49,4,11170.98,4,4,3,11,Loyal
PP0024123,79,3,23416.36,3,3,4,10,Loyal
PP0024124,81,1,1267.15,3,1,1,5,Needs Attention
PP0024125,156,1,1946.74,2,1,1,4,Lost
PP0024126,128,3,3617.6099999999997,2,3,1,6,Needs Attention
PP0024127,10,5,35860.75,5,5,4,14,High Value
PP0024128,87,1,2104.16,3,1,1,5,Needs Attention
PP0024129,10,3,5128.91,5,3,2,10,Loyal
PP0024130,9,5,8946.210000000001,5,5,2,12,Loyal
PP0024131,71,5,115319.96,3,5,5,13,High Value
PP0024132,90,2,4843.09,3,2,2,7,Regular
PP0024133,27,6,53860.2,5,5,4,14,High Value
PP0024134,135,3,11273.98,2,3,3,8,Regular
PP0024136,144,2,97915.06,2,2,5,9,Regular
PP0024138,83,3,89902.47,3,3,5,11,Loyal
PP0024139,155,2,98323.7,2,2,5,9,Regular
PP0024140,158,2,8687.02,2,2,2,6,Needs Attention
PP0024141,157,2,19200.059999999998,2,2,3,7,Regular
PP0024142,85,4,209293.44,3,4,5,12,Loyal
PP0024143,162,1,2085.55,2,1,1,4,Lost
PP0024144,14,4,18714.65,5,4,3,12,Loyal
PP0024145,169,2,14876.27,2,2,3,7,Regular
PP0024146,244,4,40814.5,1,4,4,9,Regular
PP0024147,29,7,151244.68,4,5,5,14,High Value
PP0024148,121,3,19372.64,2,3,3,8,Regular
PP0024149,54,3,148757.16999999998,4,3,5,12,Loyal
PP0024150,4,6,43460.979999999996,5,5,4,14,High Value
PP0024151,195,3,663.9,1,3,1,5,Needs Attention
PP0024152,190,2,102103.64,1,2,5,8,Regular
PP0024153,9,4,28976.06,5,4,4,13,High Value
PP0024154,13,3,70601.32,5,3,5,13,High Value
PP0024155,40,1,147.61,4,1,1,6,Needs Attention
PP0024156,176,4,158006.61,2,4,5,11,Loyal
PP0024157,49,4,13333.11,4,4,3,11,Loyal
PP0024158,116,3,18600.08,2,3,3,8,Regular
PP0024159,313,1,27707.78,1,1,4,6,Needs Attention
PP0024160,84,2,97196.48000000001,3,2,5,10,Loyal
PP0024161,69,3,8842.34,3,3,2,8,Regular
PP0024162,43,4,57567.24,4,4,4,12,Loyal
PP0024163,2,3,6099.74,5,3,2,10,Loyal
PP0024164,9,2,15120.97,5,2,3,10,Loyal
PP0024165,14,1,4095.94,5,1,1,7,Regular
PP0024166,39,2,14050.369999999999,4,2,3,9,Regular
PP0024167,160,2,4474.48,2,2,2,6,Needs Attention
PP0024168,43,5,16927.79,4,5,3,12,Loyal
PP0024169,13,2,4283.86,5,2,2,9,Regular
PP0024170,7,2,3697.44,5,2,1,8,Regular
PP0024171,41,1,31387.01,4,1,4,9,Regular
PP0024172,210,2,22762.0,1,2,3,6,Needs Attention
PP0024173,103,1,9222.57,3,1,2,6,Needs Attention
PP0024174,168,1,737.8,2,1,1,4,Lost
PP0024175,252,1,1545.75,1,1,1,3,Lost
PP0024176,8,3,117832.94,5,3,5,13,High Value
PP0024177,116,5,105077.71,2,5,5,12,Loyal
PP0024178,85,2,13386.82,3,2,3,8,Regular
PP0024179,151,2,9630.9,2,2,2,6,Needs Attention
PP0024180,277,1,1871.56,1,1,1,3,Lost
PP0024181,20,3,10100.59,5,3,3,11,Loyal
PP0024182,177,1,10907.51,2,1,3,6,Needs Attention
PP0024183,89,2,15804.34,3,2,3,8,Regular
PP0024184,69,5,18504.03,3,5,3,11,Loyal
PP0024185,54,8,330492.35,4,5,5,14,High Value
PP0024186,72,2,4999.6,3,2,2,7,Regular
PP0024188,33,4,66112.5,4,4,4,12,Loyal
PP0024189,22,3,22736.52,5,3,3,11,Loyal
PP0024190,31,6,73789.16,4,5,5,14,High Value
PP0024191,109,2,4020.46,3,2,1,6,Needs Attention
PP0024192,194,3,2422.5699999999997,1,3,1,5,Needs Attention
PP0024193,25,5,89246.61,5,5,5,15,High Value
PP0024194,51,4,55605.85,4,4,4,12,Loyal
PP0024195,23,5,8291.31,5,5,2,12,Loyal
PP0024196,52,3,132016.13,4,3,5,12,Loyal
PP0024197,57,3,34124.92,4,3,4,11,Loyal
PP0024198,134,2,5174.23,2,2,2,6,Needs Attention
PP0024199,118,3,68205.23999999999,2,3,4,9,Regular
PP0024200,14,4,78121.76,5,4,5,14,High Value
PP0024201,3,2,4044.3,5,2,1,8,Regular
PP0024202,47,3,7115.8099999999995,4,3,2,9,Regular
PP0024203,194,4,6820.52,1,4,2,7,Regular
PP0024204,294,1,16577.41,1,1,3,5,Needs Attention
PP0024205,25,4,114154.59000000001,5,4,5,14,High Value
PP0024206,124,1,81324.35,2,1,5,8,Regular
PP0024207,247,2,6527.299999999999,1,2,2,5,Needs Attention
PP0024208,202,2,6707.1,1,2,2,5,Needs Attention
PP0024209,226,3,37642.229999999996,1,3,4,8,Regular
PP0024210,89,2,14624.42,3,2,3,8,Regular
PP0024211,181,1,35131.51,2,1,4,7,Regular
PP0024212,135,1,1568.24,2,1,1,4,Lost
PP0024213,14,3,12860.17,5,3,3,11,Loyal
PP0024214,75,3,78401.51,3,3,5,11,Loyal
PP0024215,21,2,91039.23,5,2,5,12,Loyal
PP0024216,30,4,8616.56,4,4,2,10,Loyal
PP0024217,61,6,123102.84999999999,4,5,5,14,High Value
PP0024218,63,1,98235.78,3,1,5,9,Regular
PP0024219,2,7,110676.32999999999,5,5,5,15,High Value
PP0024220,2,4,26326.75,5,4,4,13,High Value
PP0024221,141,2,4984.650000000001,2,2,2,6,Needs Attention
PP0024222,17,3,110986.64,5,3,5,13,High Value
PP0024223,47,3,26251.67,4,3,4,11,Loyal
PP0024224,328,1,73058.53,1,1,5,7,Regular
PP0024225,152,4,10664.06,2,4,3,9,Regular
PP0024226,255,1,59040.76,1,1,4,6,Needs Attention
PP0024227,160,3,58185.54,2,3,4,9,Regular
PP0024228,34,3,7484.629999999999,4,3,2,9,Regular
PP0024229,165,2,2708.6,2,2,1,5,Needs Attention
PP0024230,56,3,5536.26,4,3,2,9,Regular
PP0024231,31,2,18054.79,4,2,3,9,Regular
PP0024232,44,1,15360.17,4,1,3,8,Regular
PP0024233,319,1,4023.87,1,1,1,3,Lost
PP0024234,93,2,3467.45,3,2,1,6,Needs Attention
PP0024235,65,2,3599.67,3,2,1,6,Needs Attention
PP0024236,60,3,5500.22,4,3,2,9,Regular
PP0024237,251,1,4567.11,1,1,2,4,Lost
PP0024238,21,4,139321.03,5,4,5,14,High Value
PP0024240,84,3,4079.9199999999996,3,3,1,7,Regular
PP0024241,49,4,8656.81,4,4,2,10,Loyal
PP0024242,65,2,4035.95,3,2,1,6,Needs Attention
PP0024243,91,7,19941.29,3,5,3,11,Loyal
PP0024244,36,5,70844.63,4,5,5,14,High Value
PP0024245,12,3,38672.88,5,3,4,12,Loyal
PP0024246,96,6,26849.4,3,5,4,12,Loyal
PP0024248,37,2,18858.870000000003,4,2,3,9,Regular
PP0024249,11,5,71131.69,5,5,5,15,High Value
PP0024250,119,3,48885.979999999996,2,3,4,9,Regular
PP0024251,353,2,87231.57,1,2,5,8,Regular
PP0024252,12,4,105961.51000000001,5,4,5,14,High Value
PP0024253,78,2,84136.99,3,2,5,10,Loyal
PP0024254,34,3,15008.2,4,3,3,10,Loyal
PP0024255,257,3,79885.51000000001,1,3,5,9,Regular
PP0024256,80,5,24041.19,3,5,4,12,Loyal
PP0024257,351,1,19989.02,1,1,3,5,Needs Attention
PP0024258,117,3,8208.09,2,3,2,7,Regular
PP0024260,31,2,63522.29,4,2,4,10,Loyal
PP0024261,98,6,20269.129999999997,3,5,3,11,Loyal
PP0024262,231,1,1282.6,1,1,1,3,Lost
PP0024263,18,2,1293.58,5,2,1,8,Regular
PP0024266,10,5,114541.40999999999,5,5,5,15,High Value
PP0024267,4,4,83207.11000000002,5,4,5,14,High Value
PP0024268,43,3,101413.1,4,3,5,12,Loyal
PP0024269,64,4,161500.0,3,4,5,12,Loyal
PP0024270,106,3,8019.45,3,3,2,8,Regular
PP0024271,34,4,36391.07,4,4,4,12,Loyal
PP0024272,129,3,3241.3,2,3,1,6,Needs Attention
PP0024273,71,3,4478.36,3,3,2,8,Regular
PP0024274,235,1,16850.65,1,1,3,5,Needs Attention
PP0024275,10,5,71603.4,5,5,5,15,High Value
PP0024277,122,6,46698.04,2,5,4,11,Loyal
PP0024278,12,5,98183.87999999999,5,5,5,15,High Value
PP0024279,69,3,54380.69,3,3,4,10,Loyal
PP0024280,153,1,1206.96,2,1,1,4,Lost
PP0024281,222,3,3724.73,1,3,1,5,Needs Attention
PP0024282,124,2,13172.68,2,2,3,7,Regular
PP0024283,44,2,14225.720000000001,4,2,3,9,Regular
PP0024284,9,5,102176.53,5,5,5,15,High Value
